isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,titles and subtitles,tagged_description,simple_categories,anger,disgust,fear,joy,sadness,surprise,neutral
9780553588118,0553588117,Prince of the Blood,Raymond E. Feist,Fiction,http://books.google.com/books/content?id=GVrB3M5QJAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Percy is incredibly accident-prone, and holds the dubious record of the most accidents. Percy has had a small rivalary with Harold, however, they are always willing to help each other when in trouble.",2005.0,3.97,429.0,18852.0,Prince of the Blood,"9780553588118 Percy is incredibly accident-prone, and holds the dubious record of the most accidents. Percy has had a small rivalary with Harold, however, they are always willing to help each other when in trouble.",Fiction,0.03716171160340309,0.050940170884132385,0.43906378746032715,0.0696992576122284,0.08259470015764236,0.014614575542509556,0.7584714889526367
9780553588194,0553588192,Exit Strategy,Kelley Armstrong,Fiction,http://books.google.com/books/content?id=l3NJmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Nadia Stafford, a former police officer turned assassin dedicated to taking out criminals, is hired to take out a ruthless and efficient serial murderer who is endangering the entire killer-for-hire community by bringing the Feds all too close for comfort.",2007.0,3.88,480.0,6043.0,Exit Strategy,"9780553588194 Nadia Stafford, a former police officer turned assassin dedicated to taking out criminals, is hired to take out a ruthless and efficient serial murderer who is endangering the entire killer-for-hire community by bringing the Feds all too close for comfort.",Fiction,0.6235573291778564,0.14698758721351624,0.06965003907680511,0.0051580979488790035,0.007572324015200138,0.002960240701213479,0.1441144198179245
9780553588255,0553588257,Velocity,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=sBtehF_9OFkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A series of communications from a deranged killer in which he is offered a number of devastating choices and deadlines draws Bill Wiles into a confrontation with pure evil as his life becomes a downward spiral into a nightmare in which he must risk everything in a desperate race against time. Reprint.,2005.0,3.86,460.0,51746.0,Velocity,9780553588255 A series of communications from a deranged killer in which he is offered a number of devastating choices and deadlines draws Bill Wiles into a confrontation with pure evil as his life becomes a downward spiral into a nightmare in which he must risk everything in a desperate race against time. Reprint.,Fiction,0.009254041127860546,0.020346203818917274,0.9774471521377563,0.005224503576755524,0.009725812822580338,0.012031695805490017,0.9405640959739685
9780553588262,0553588265,Forever Odd,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=5tVIOmhXsG4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the unique world of Pico, Odd--an unforgettable hero who lives between the living and the dead--takes a stand against evil in a battle where there are no innocent bystanders. Reprint.",2006.0,3.97,364.0,59417.0,Forever Odd,"9780553588262 In the unique world of Pico, Odd--an unforgettable hero who lives between the living and the dead--takes a stand against evil in a battle where there are no innocent bystanders. Reprint.",Fiction,0.25132280588150024,0.07495604455471039,0.17116329073905945,0.24928049743175507,0.065936379134655,0.01810329593718052,0.9405640959739685
9780553589474,0553589474,Public Secrets,Nora Roberts,Fiction,http://books.google.com/books/content?id=S4wRrGr5yqcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Emma, a celebrity child who grew up amidst painful secrets, struggles to break free from her past, but her newfound love for a caring detective is challenged by repressed memories, murderous secrecy, and seduction. Reprint.",2006.0,4.02,481.0,10769.0,Public Secrets,"9780553589474 Emma, a celebrity child who grew up amidst painful secrets, struggles to break free from her past, but her newfound love for a caring detective is challenged by repressed memories, murderous secrecy, and seduction. Reprint.",Fiction,0.689889669418335,0.06846342235803604,0.1605667769908905,0.008370532654225826,0.015022008679807186,0.012031695805490017,0.9405640959739685
9780553763256,0553763253,Lines and Shadows,Joseph Wambaugh,True Crime,http://books.google.com/books/content?id=PuevDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The true story only Joseph Wambaugh could tell. A band of California cops set loose in no-man's-land to come home heroes. Or come home dead. Not since Joseph Wambaugh's bestselling The Onion Field has there been a true police story as fascinating, as totally gripping as Lines and Shadows. The media hailed them as heroes. Others denounced them as lawless renegades. A squad of tough cops called the Border Crime Task Force. A commando team sent to patrol the snake-infested no-man's-land south of San Diego. Not to apprehend the thousands of illegal aliens slipping into the U.S., but to stop the ruthless bandits who preyed on them nightly--relentlessly robbing, raping, and murdering defenseless men, women, and children. The task force plan was simple. They would disguise themselves as illegal aliens. They would confront the murderous shadows of the night. Yet each time they walked into the violent blackness along the border, they came closer to another boundary line--a fragile line within each man. And crossing it meant destroying their sanity and their lives. Praise for Lines and Shadows ""With each book, it seems, Mr. Wambaugh's skill as a writer increases. . . . In Lines and Shadows he gives an off-trail, action-packed true account of police work and the intimate lives of policemen that, for my money, is his best book yet.""--The New York Times Book Review ""A saga of courage, craziness, brutality and humor. . . . One of his best books, comparable to The Onion Field for storytelling and revelatory power.""--Chicago Sun-Times",1995.0,3.79,416.0,662.0,Lines and Shadows,"9780553763256 The true story only Joseph Wambaugh could tell. A band of California cops set loose in no-man's-land to come home heroes. Or come home dead. Not since Joseph Wambaugh's bestselling The Onion Field has there been a true police story as fascinating, as totally gripping as Lines and Shadows. The media hailed them as heroes. Others denounced them as lawless renegades. A squad of tough cops called the Border Crime Task Force. A commando team sent to patrol the snake-infested no-man's-land south of San Diego. Not to apprehend the thousands of illegal aliens slipping into the U.S., but to stop the ruthless bandits who preyed on them nightly--relentlessly robbing, raping, and murdering defenseless men, women, and children. The task force plan was simple. They would disguise themselves as illegal aliens. They would confront the murderous shadows of the night. Yet each time they walked into the violent blackness along the border, they came closer to another boundary line--a fragile line within each man. And crossing it meant destroying their sanity and their lives. Praise for Lines and Shadows ""With each book, it seems, Mr. Wambaugh's skill as a writer increases. . . . In Lines and Shadows he gives an off-trail, action-packed true account of police work and the intimate lives of policemen that, for my money, is his best book yet.""--The New York Times Book Review ""A saga of courage, craziness, brutality and humor. . . . One of his best books, comparable to The Onion Field for storytelling and revelatory power.""--Chicago Sun-Times",Nonfiction,0.8665544986724854,0.6139183640480042,0.3238403797149658,0.9394339919090271,0.19370253384113312,0.07112997025251389,0.9370310306549072
9780553802023,055380202X,The Universe in a Nutshell,Stephen W. Hawking;STEPHEN W AUTOR HAWKING,Science,http://books.google.com/books/content?id=VXIc358dF4gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author explores recent scientific breakthroughs in the fields of supergravity, supersymmetry, quantum theory, superstring theory, and p-branes as he searches for the Theory of Everything that lies at the heart of the cosmos.",2001.0,4.15,216.0,27792.0,The Universe in a Nutshell,"9780553802023 The author explores recent scientific breakthroughs in the fields of supergravity, supersymmetry, quantum theory, superstring theory, and p-branes as he searches for the Theory of Everything that lies at the heart of the cosmos.",Nonfiction,0.006101652514189482,0.007529671769589186,0.008349082432687283,0.011670272797346115,0.0054145148023962975,0.027227522805333138,0.9337073564529419
9780553803525,0553803522,Social Intelligence,Daniel Goleman,Psychology,http://books.google.com/books/content?id=akQLxTM-5_8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The best-selling author of Emotional Intelligence redefines the nature of human relationships and its impact on every aspect of daily life, bringing together the latest research in biology and brain science to reveal how one's daily encounters shape the brain and affect the body, from daily mood to the immune response. 250,000 first printing.",2006.0,3.98,403.0,9957.0,Social Intelligence : The New Science of Human Relationships,"9780553803525 The best-selling author of Emotional Intelligence redefines the nature of human relationships and its impact on every aspect of daily life, bringing together the latest research in biology and brain science to reveal how one's daily encounters shape the brain and affect the body, from daily mood to the immune response. 250,000 first printing.",Nonfiction,0.01027336809784174,0.00884946808218956,0.008693462237715721,0.1705211102962494,0.00819464586675167,0.16358265280723572,0.9340481758117676
9780553803815,0553803816,Sailing from Byzantium,Colin Wells,History,http://books.google.com/books/content?id=jTmBvyaDdM0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A history of the Byzantine Empire describes the cultural, artistic, religious, and scientific heritage of Byzantium that was preserved in the wake of the empire's 1453 fall to enemy conquerors, and its influence on Western civilization.",2006.0,3.87,368.0,602.0,Sailing from Byzantium : How a Lost Empire Shaped the World,"9780553803815 A history of the Byzantine Empire describes the cultural, artistic, religious, and scientific heritage of Byzantium that was preserved in the wake of the empire's 1453 fall to enemy conquerors, and its influence on Western civilization.",Nonfiction,0.007130972575396299,0.02960529550909996,0.011393366381525993,0.020271236076951027,0.009903552941977978,0.013704851269721985,0.9079907536506653
9780553804799,0553804790,The Husband,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=797pS6VOUQYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When landscaper Mitchell Rafferty receives a phone call that his wife has been kidnapped and there is a two million dollar ransom, his extraordinary commitment to his wife will take him on a harrowing, seventy-two hour journey of adventure, sacrifice, and redemption. 525,000 first printing.",2006.0,3.81,400.0,38265.0,The Husband,"9780553804799 When landscaper Mitchell Rafferty receives a phone call that his wife has been kidnapped and there is a two million dollar ransom, his extraordinary commitment to his wife will take him on a harrowing, seventy-two hour journey of adventure, sacrifice, and redemption. 525,000 first printing.",Fiction,0.008831909857690334,0.010914343409240246,0.9604231715202332,0.0814129188656807,0.01735123246908188,0.22658470273017883,0.6525611281394958
9780553804935,0553804936,The Dream Thief,Shana Abé,Fiction,http://books.google.com/books/content?id=sJ5fmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In eighteenth-century England, Lia, the daughter of the leader of the drakon tribe whose members can transform from human to dragon, uses her own talents to locate a powerful diamond, a gem that could allow a human to control the drakon.",2006.0,3.83,288.0,179.0,The Dream Thief,"9780553804935 In eighteenth-century England, Lia, the daughter of the leader of the drakon tribe whose members can transform from human to dragon, uses her own talents to locate a powerful diamond, a gem that could allow a human to control the drakon.",Fiction,0.03347460925579071,0.09973392635583878,0.006579407025128603,0.02209985814988613,0.0048047201707959175,0.015407087281346321,0.8179003596305847
9780553813531,0553813536,The Devil in the White City,Erik Larson,Architecture,http://books.google.com/books/content?id=UiW6V3Y8GJwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Chicago World Fair was the greatest fair in American history. This is the story of the men and women whose lives it irrevocably changed and of two men in particular- an architect and a serial killer.The architect is Daniel Burnham, a man of great integrity and depth. It was his vision of the fair that attracted the best minds and talents of the day. The killer is Henry H. Holmes. Intelligent as well as handsome and charming, Holmes opened a boarding house which he advertised as 'The World's Fair Hotel'. Here in the neighbourhood where he was admired and liked by all, he seduced, tortured and murdered young women, incinerating them in the furnace he had built in the basement of his hotel.Spicing the narrative are the sad, charming and funny stories of a supporting cast of historical characters including Buffalo Bill, Scott Joplin, Theodore Dreiser and George Ferris, the steel tycoon whose mammoth wheel became America's answer to the Eiffel tower. The interweaving and juxtaposition of these two men's different 'missions'- one good and one evil- provides the core to a non- fiction suspense drama of the highest order.",2004.0,3.99,496.0,1216.0,The Devil in the White City,"9780553813531 The Chicago World Fair was the greatest fair in American history. This is the story of the men and women whose lives it irrevocably changed and of two men in particular- an architect and a serial killer.The architect is Daniel Burnham, a man of great integrity and depth. It was his vision of the fair that attracted the best minds and talents of the day. The killer is Henry H. Holmes. Intelligent as well as handsome and charming, Holmes opened a boarding house which he advertised as 'The World's Fair Hotel'. Here in the neighbourhood where he was admired and liked by all, he seduced, tortured and murdered young women, incinerating them in the furnace he had built in the basement of his hotel.Spicing the narrative are the sad, charming and funny stories of a supporting cast of historical characters including Buffalo Bill, Scott Joplin, Theodore Dreiser and George Ferris, the steel tycoon whose mammoth wheel became America's answer to the Eiffel tower. The interweaving and juxtaposition of these two men's different 'missions'- one good and one evil- provides the core to a non- fiction suspense drama of the highest order.",Nonfiction,0.08283691108226776,0.16994820535182953,0.7857447862625122,0.7624436616897583,0.5871003270149231,0.1296653300523758,0.7742249965667725
9780553813951,0553813951,Nights in Rodanthe,Nicholas Sparks,Divorced people,http://books.google.com/books/content?id=lCmewAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After her husband leaves her for a younger woman, forty-five-year-old Adrienne Willis reconsiders her entire life, until a trip to Rodanthe in North Carolina's outer banks leads to an encounter with successful surgeon Paul Flanner.",2003.0,3.83,222.0,137905.0,Nights in Rodanthe,"9780553813951 After her husband leaves her for a younger woman, forty-five-year-old Adrienne Willis reconsiders her entire life, until a trip to Rodanthe in North Carolina's outer banks leads to an encounter with successful surgeon Paul Flanner.",Fiction,0.044914811849594116,0.5017024278640747,0.05422927439212799,0.01171958725899458,0.06317228823900223,0.005983041599392891,0.31827858090400696
9780553815023,0553815024,The Sinner,Tess Gerritsen,Boston (Mass.),http://books.google.com/books/content?id=TGvkcRz-zyEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Within the walls of a cloistered convent, a scene of unspeakable carnage is discovered. On the snow lie two nuns, one dead, one critically injured - victims of a seemingly motiveless, brutally savage attack. Medical examiner Maura Isles' autopsy of the murder victim yields a shocking surprise, but the case takes a disturbing twist. The body of another woman has been found. And someone has gone to a lot trouble to remove her face, hands and feet. As long buried secrets are revealed so Dr Isles and homicide detective Jane Rizzoli, find themselves part of an investigation that leads to an awful, dawning realisation of the killer's identity...",2004.0,4.14,419.0,31763.0,The Sinner,"9780553815023 Within the walls of a cloistered convent, a scene of unspeakable carnage is discovered. On the snow lie two nuns, one dead, one critically injured - victims of a seemingly motiveless, brutally savage attack. Medical examiner Maura Isles' autopsy of the murder victim yields a shocking surprise, but the case takes a disturbing twist. The body of another woman has been found. And someone has gone to a lot trouble to remove her face, hands and feet. As long buried secrets are revealed so Dr Isles and homicide detective Jane Rizzoli, find themselves part of an investigation that leads to an awful, dawning realisation of the killer's identity...",Nonfiction,0.5138987302780151,0.9067829251289368,0.38515380024909973,0.00539509579539299,0.24400286376476288,0.5136969685554504,0.29414448142051697
9780553815399,0553815393,The Mapmaker's Wife,Robert Whitaker,Amazon River Region,http://books.google.com/books/content?id=zTU_SuhfxpkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""In the early 18th Century a group of scientists set off from France to discover the unknown land of South America in a trip that nearly ended in disaster. Scaling the 16,000 foot Peruvian Andes, the scientists faced the depravations and dangers of the rain forest wild cats, insects and vampire bats and barely ended the mission. Some went mad, others succumbed to smallpox, one was stoned to death by locals and another was killed in a bullfight. The youngest, Jean Godin, fell in love and married beautiful local girl Isabel Grameson. earing the end of the expedition, Godin headed out alone to ensure the passage back was safe to take his family home to France. Disaster struck as Spain and Portugal closed their territorial borders to the French and Godin found himself stranded in French Guyana, unable to return to Isabel. hat followed was an extraordinary and heart rending 20 year separation that culminated with Isabel, determined to be reunited with the man she loved, setting out to find him. Thirty others set out with her and 10 horrific weeks later Isabel emerged from the Amazonian wilderness naked, alone and near starvation. The story of her journey and survival held 18th centur",2005.0,3.59,448.0,44.0,"The Mapmaker's Wife : A True Tale of Love, Murder and Survival in the Amazon","9780553815399 ""In the early 18th Century a group of scientists set off from France to discover the unknown land of South America in a trip that nearly ended in disaster. Scaling the 16,000 foot Peruvian Andes, the scientists faced the depravations and dangers of the rain forest wild cats, insects and vampire bats and barely ended the mission. Some went mad, others succumbed to smallpox, one was stoned to death by locals and another was killed in a bullfight. The youngest, Jean Godin, fell in love and married beautiful local girl Isabel Grameson. earing the end of the expedition, Godin headed out alone to ensure the passage back was safe to take his family home to France. Disaster struck as Spain and Portugal closed their territorial borders to the French and Godin found himself stranded in French Guyana, unable to return to Isabel. hat followed was an extraordinary and heart rending 20 year separation that culminated with Isabel, determined to be reunited with the man she loved, setting out to find him. Thirty others set out with her and 10 horrific weeks later Isabel emerged from the Amazonian wilderness naked, alone and near starvation. The story of her journey and survival held 18th centur",Nonfiction,0.46275976300239563,0.27679136395454407,0.9316236972808838,0.9643151164054871,0.466135174036026,0.1372489333152771,0.8069055676460266
9780553816952,0553816950,Princess,Jean Sasson,English fiction,http://books.google.com/books/content?id=rXsp6RvUVoMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""In a land where Kings still rule, I am a Princess. You must know me only as Sultana, for I cannot reveal my true name for fear that harm will come to me and my family for what I am about to tell you. hink of a Saudi Arabian princess and what do you see? A woman glittering with jewels, living a life of unbelievable luxury. She has gold, palaces, swimming-pools, servants, designer dresses galore. But in reality she lives in a gilded cage. She has no freedom, no vote, no control over her own life, no value but as a bearer of sons. Hidden behind the veil, she is a prisoner, her jailers her father, her husband, her sons. Sultana' is a member of the Saudi royal family, closely related to the King. For the sake of her daughters, she decided that it was time for a woman in her position to speak out about the reality of life for women in her country, whatever their rank. She tells of her own life, from her turbulent childhood to her arranged marriage - a happy one, until her husband decided to take a second wife - and of the lives of her sisters, her friends and her servants. In contrast to the affection and easy camaraderie amongst the women, she relates a history of appalling oppressio",2004.0,4.02,280.0,884.0,Princess,"9780553816952 ""In a land where Kings still rule, I am a Princess. You must know me only as Sultana, for I cannot reveal my true name for fear that harm will come to me and my family for what I am about to tell you. hink of a Saudi Arabian princess and what do you see? A woman glittering with jewels, living a life of unbelievable luxury. She has gold, palaces, swimming-pools, servants, designer dresses galore. But in reality she lives in a gilded cage. She has no freedom, no vote, no control over her own life, no value but as a bearer of sons. Hidden behind the veil, she is a prisoner, her jailers her father, her husband, her sons. Sultana' is a member of the Saudi royal family, closely related to the King. For the sake of her daughters, she decided that it was time for a woman in her position to speak out about the reality of life for women in her country, whatever their rank. She tells of her own life, from her turbulent childhood to her arranged marriage - a happy one, until her husband decided to take a second wife - and of the lives of her sisters, her friends and her servants. In contrast to the affection and easy camaraderie amongst the women, she relates a history of appalling oppressio",Nonfiction,0.15722794830799103,0.8438567519187927,0.975823163986206,0.6802886724472046,0.1848345398902893,0.538790762424469,0.9128752946853638
9780553817065,055381706X,The Surgeon,Tess Gerritsen,Boston (Mass.),http://books.google.com/books/content?id=04p3495xOgYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Today they will find her body. I know how it will happen. I can picture, quite vividly, the sequence of events that will lead to the discoverya In Boston, there's a killer on the loose. A killer who targets lone women, who breaks into their apartments and performs terrifying ritualistic acts of torture on his victims before finishing them off. His surgical skills lead police to suspect he is a physician - a physician who, instead of saving lives, takes them. But as homicide detective Thomas Moore and his partner Jane Rizzoli begin their investigation, they make a startling discovery. Closely linked to these killings is Catherine Cordell, a beautiful medic with a mysterious past. Two years ago she was subjected to a horrifying rape and attempted murder but shot her attacker dead. Now she is being targeted by this new killer who seems to know all about her past, her work at the Pilgrim Medical Center, and where she lives. The man she believes she killed seems to be stalking her once again, and this time he knows exactly where to find hera",2005.0,4.1,416.0,103747.0,The Surgeon,"9780553817065 Today they will find her body. I know how it will happen. I can picture, quite vividly, the sequence of events that will lead to the discoverya In Boston, there's a killer on the loose. A killer who targets lone women, who breaks into their apartments and performs terrifying ritualistic acts of torture on his victims before finishing them off. His surgical skills lead police to suspect he is a physician - a physician who, instead of saving lives, takes them. But as homicide detective Thomas Moore and his partner Jane Rizzoli begin their investigation, they make a startling discovery. Closely linked to these killings is Catherine Cordell, a beautiful medic with a mysterious past. Two years ago she was subjected to a horrifying rape and attempted murder but shot her attacker dead. Now she is being targeted by this new killer who seems to know all about her past, her work at the Pilgrim Medical Center, and where she lives. The man she believes she killed seems to be stalking her once again, and this time he knows exactly where to find hera",Nonfiction,0.24362525343894958,0.6467183232307434,0.9047349095344543,0.04164496809244156,0.17928679287433624,0.48734697699546814,0.8645735383033752
9780553817072,0553817078,The Apprentice,Tess Gerritsen,Boston (Mass.),http://books.google.com/books/content?id=Z5lY0mP_cdkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Surgeon has been locked up for a year but his chilling legacy still haunts the city, and especially Boston homicide detective Jane Rizzoli. But now a new killer is at work and Rizzoli senses something horrifyingly familiar about this murderer's modus operandi. It's when the FBI starts taking an interest in the investigation that Rizzoli begins to wonder just what makes this case so different, so dangerous that the Feds feel the need to get involved. But then the unthinkable happens: the Surgeon escapes. And suddenly there are two brilliant, twisted killers on the loose - master and apprentice, united in their hunt for the most challenging prey of all: the very woman who is hunting them.",2005.0,4.14,411.0,547.0,The Apprentice,"9780553817072 The Surgeon has been locked up for a year but his chilling legacy still haunts the city, and especially Boston homicide detective Jane Rizzoli. But now a new killer is at work and Rizzoli senses something horrifyingly familiar about this murderer's modus operandi. It's when the FBI starts taking an interest in the investigation that Rizzoli begins to wonder just what makes this case so different, so dangerous that the Feds feel the need to get involved. But then the unthinkable happens: the Surgeon escapes. And suddenly there are two brilliant, twisted killers on the loose - master and apprentice, united in their hunt for the most challenging prey of all: the very woman who is hunting them.",Nonfiction,0.09801825135946274,0.06524592638015747,0.9730087518692017,0.015590543858706951,0.11633185297250748,0.6757338047027588,0.2515072226524353
9780563486497,056348649X,Doctor Who,Gary Russell,Performing Arts,http://books.google.com/books/content?id=BDsfK1WPuXgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Doctor Who"" fans might believe they know everything about the latest incarnation of BBC-TVUs SF series, but this book shows just how much they've missed. Pre-production drawings and paintings, countless behind-the-scenes candid shots, and comments and opinions from everyone involved provide the scoop on the how, why, who, and where of all things ""Doctor Who.""",2006.0,4.21,256.0,273.0,Doctor Who : The Inside Story,"9780563486497 ""Doctor Who"" fans might believe they know everything about the latest incarnation of BBC-TVUs SF series, but this book shows just how much they've missed. Pre-production drawings and paintings, countless behind-the-scenes candid shots, and comments and opinions from everyone involved provide the scoop on the how, why, who, and where of all things ""Doctor Who.""",Nonfiction,0.01214627269655466,0.025039955973625183,0.003970002289861441,0.13418792188167572,0.034899450838565826,0.561856746673584,0.8091309070587158
9780563522751,0563522755,Terry Jones' Medieval Lives,Terry Jones;Alan Ereira,History,http://books.google.com/books/content?id=7Rh7J6xzjpAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Was medieval England full of knights on horseback rescuing fainting damsels in distress? Were the Middle Ages mired in superstition and ignorance? Why does nobody ever mention King Louis the First and Last? And, of course, those key questions: which monks were forbidden the delights of donning underpants... and did outlaws never wear trousers? Terry Jones and Alan Ereira are your guides to this most misrepresented and misunderstood period, and they point you to things that will surprise and provoke. Did you know, for example, that medieval people didn't think the world was flat? That was a total fabrication by an American journalist in the 19th century. Did you know that they didn't burn witches in the Middle Ages? That was a refinement of the so-called Renaissance. In fact, medieval kings weren't necessarily merciless tyrants, and peasants entertained at home using French pottery and fine wine. Terry Jones' Medieval Lives reveals Medieval Britain as you have never seen it before - a vibrant society teeming with individuality, intrigue and innovation.",2005.0,4.02,240.0,1867.0,Terry Jones' Medieval Lives,"9780563522751 Was medieval England full of knights on horseback rescuing fainting damsels in distress? Were the Middle Ages mired in superstition and ignorance? Why does nobody ever mention King Louis the First and Last? And, of course, those key questions: which monks were forbidden the delights of donning underpants... and did outlaws never wear trousers? Terry Jones and Alan Ereira are your guides to this most misrepresented and misunderstood period, and they point you to things that will surprise and provoke. Did you know, for example, that medieval people didn't think the world was flat? That was a total fabrication by an American journalist in the 19th century. Did you know that they didn't burn witches in the Middle Ages? That was a refinement of the so-called Renaissance. In fact, medieval kings weren't necessarily merciless tyrants, and peasants entertained at home using French pottery and fine wine. Terry Jones' Medieval Lives reveals Medieval Britain as you have never seen it before - a vibrant society teeming with individuality, intrigue and innovation.",Nonfiction,0.14477582275867462,0.5180383324623108,0.6564265489578247,0.3419000506401062,0.019658103585243225,0.8128426671028137,0.9268548488616943
9780567044716,0567044718,Colossians and Philemon,Robert McL Wilson,Religion,http://books.google.com/books/content?id=61CEyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"For over one hundred years International Critical Commentaries have had a special place among works on the Bible. They bring together all the relevant aids to exegesis - linguistic, textual, archaeological, historical, literary, and theological - to help the reader understand the meaning of the books of the Old and New Testaments. The new commentaries continue this tradition. All new evidence now available is incorporated and new methods of study are applied. The authors are of the highest international standing. No attempt has been made to secure a uniform theological or critical approach to the biblical text: contributors have been invited for their scholarly distinction, not for their adherence to any one school of thought.",2005.0,5.0,512.0,1.0,Colossians and Philemon,"9780567044716 For over one hundred years International Critical Commentaries have had a special place among works on the Bible. They bring together all the relevant aids to exegesis - linguistic, textual, archaeological, historical, literary, and theological - to help the reader understand the meaning of the books of the Old and New Testaments. The new commentaries continue this tradition. All new evidence now available is incorporated and new methods of study are applied. The authors are of the highest international standing. No attempt has been made to secure a uniform theological or critical approach to the biblical text: contributors have been invited for their scholarly distinction, not for their adherence to any one school of thought.",Nonfiction,0.029172275215387344,0.049105554819107056,0.0049776048399508,0.3204178810119629,0.020510729402303696,0.05765882879495621,0.9644505977630615
9780571084838,0571084834,Lord of the Flies,William Golding,Airplane crash survival,,"After a plane crash strands them on a tropical island while the rest of the world is ravaged by war, a group of British schoolboys attempts to form a civilized society but descends into brutal anarchy.",1954.0,3.67,223.0,4498.0,Lord of the Flies,"9780571084838 After a plane crash strands them on a tropical island while the rest of the world is ravaged by war, a group of British schoolboys attempts to form a civilized society but descends into brutal anarchy.",Nonfiction,0.23405340313911438,0.664394199848175,0.03520951047539711,0.0009833404328674078,0.026516512036323547,0.001277256291359663,0.03756573796272278
9780571090242,0571090249,Death of a Naturalist,Seamus Heaney,Poetry,http://books.google.com/books/content?id=et6dAgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Death of a Naturalist marks the auspicious outset of an acclaimed master. As a first book of poems, it is remarkable for its accurate perceptions and its rich linguistic gifts.",1969.0,4.29,57.0,63.0,Death of a Naturalist : Volume one,"9780571090242 Death of a Naturalist marks the auspicious outset of an acclaimed master. As a first book of poems, it is remarkable for its accurate perceptions and its rich linguistic gifts.",Fiction,0.008656845428049564,0.01958201825618744,0.035076804459095,0.08034518361091614,0.7952640056610107,0.5742878913879395,0.2882736325263977
9780571125296,0571125298,The Real Thing,Tom Stoppard,Drama,http://books.google.com/books/content?id=LNy0n77P2eYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A tie-in edition to the upcoming Broadway revival of Tom Stoppard's extraordinary play about love and marriage--the work that has been called ""the most moving play"" (""The New York Times"") he has ever written.",1984.0,3.94,112.0,3469.0,The Real Thing : A Play,"9780571125296 A tie-in edition to the upcoming Broadway revival of Tom Stoppard's extraordinary play about love and marriage--the work that has been called ""the most moving play"" (""The New York Times"") he has ever written.",Fiction,0.004249504301697016,0.0040909782983362675,0.008058038540184498,0.8525160551071167,0.005429914221167564,0.08295450359582901,0.04270096868276596
9780571143726,0571143725,"New Selected Poems of Seamus Heaney, 1966-1987",Seamus Heaney,,http://books.google.com/books/content?id=2JECtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This volume contains a selection of work from each of Seamus Heaney's published books of poetry up to and including the Whitbread prize-winning collection, The Haw Lantern (1987). 'His is 'close-up' poetry - close up to thought, to the world, to the emotions. Few writers at work today, in verse or fiction, can give the sense of rich, fecund, lived life that Heaney does.' John Banville 'More than any other poet since Wordsworth he can make us understand that the outside world is not outside, but what we are made of.' John Carey",2002.0,4.19,246.0,336.0,"New Selected Poems of Seamus Heaney, 1966-1987","9780571143726 This volume contains a selection of work from each of Seamus Heaney's published books of poetry up to and including the Whitbread prize-winning collection, The Haw Lantern (1987). 'His is 'close-up' poetry - close up to thought, to the world, to the emotions. Few writers at work today, in verse or fiction, can give the sense of rich, fecund, lived life that Heaney does.' John Banville 'More than any other poet since Wordsworth he can make us understand that the outside world is not outside, but what we are made of.' John Carey",Fiction,0.013425414450466633,0.31531018018722534,0.018124058842658997,0.22905828058719635,0.02917342633008957,0.03393545374274254,0.9003904461860657
